"","taxonID","trt.code.2","moisture","taxonomy","type","median"
"2155","sip463","t72_18O","100","d_Bacteria;p_Gemmatimonadetes;c_Gemmatimonadetes;o_Gemmatimonadales;f_Gemmatimonadaceae;g_Gemmatimonas","b.boot.median",235156.963124218
"2156","sip463","t168_18O","100","d_Bacteria;p_Gemmatimonadetes;c_Gemmatimonadetes;o_Gemmatimonadales;f_Gemmatimonadaceae;g_Gemmatimonas","b.boot.median",198991.675812074
"2157","sip464","t48_18O","100","d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Adhaeribacter","b.boot.median",1291209.7299053
"2158","sip464","t3_18O","100","d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Adhaeribacter","b.boot.median",0
"2159","sip464","t168_18O","100","d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Adhaeribacter","b.boot.median",388288.506935942
"2160","sip464","t72_18O","100","d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Adhaeribacter","b.boot.median",739662.214211473
"2161","sip464","t24_18O","100","d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Adhaeribacter","b.boot.median",1312537.41028943
"2162","sip468","t168_18O","100","d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp3;o_Gp3;f_Gp3;g_Gp3","b.boot.median",NA
"2163","sip47","t72_18O","100","d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_unclassified_Myxococcales;g_unclassified_Myxococcales","b.boot.median",203709.004709141
"2164","sip47","t48_18O","100","d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_unclassified_Myxococcales;g_unclassified_Myxococcales","b.boot.median",273579.587159563
"2165","sip47","t3_18O","100","d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_unclassified_Myxococcales;g_unclassified_Myxococcales","b.boot.median",4160092.85331152
"2166","sip47","t168_18O","100","d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_unclassified_Myxococcales;g_unclassified_Myxococcales","b.boot.median",461194.60837728
"2167","sip47","t24_18O","100","d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_unclassified_Myxococcales;g_unclassified_Myxococcales","b.boot.median",201440.50042475
"2168","sip4736","t24_18O","100","d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_unclassified_Planctomycetaceae","b.boot.median",143953.635745127
"2169","sip4736","t3_18O","100","d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_unclassified_Planctomycetaceae","b.boot.median",1432297.30883327
"2170","sip4736","t72_18O","100","d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_unclassified_Planctomycetaceae","b.boot.median",0
"2171","sip4743","t168_18O","100","d_Bacteria;p_unclassified_Bacteria;c_unclassified_Bacteria;o_unclassified_Bacteria;f_unclassified_Bacteria;g_unclassified_Bacteria","b.boot.median",137779.665397647
"2172","sip4743","t72_18O","100","d_Bacteria;p_unclassified_Bacteria;c_unclassified_Bacteria;o_unclassified_Bacteria;f_unclassified_Bacteria;g_unclassified_Bacteria","b.boot.median",114776.980823799
